keywords,city,Agg store_number,store_number,address,state,zip_code
Dollar Tree,Rockaway,3120,3120 000003120X 00003120X 0003120X 003120X 03120X,206 Enterprise Dr,NJ,7866
Dollar Tree,Crestview,3121,3121 000003121X 00003121X 0003121X 003121X 03121X,611 N. Ferdon Blvd,FL,32536
Dollar Tree,LeMars,3122,3122 000003122X 00003122X 0003122X 003122X 03122X,"1319 Holton Dr SW, Suite 111",IA,51031
Dollar Tree,El Paso,3123,3123 000003123X 00003123X 0003123X 003123X 03123X,"9109 Dyer St., Ste P",TX,79924
Dollar Tree,Austin,3124,3124 000003124X 00003124X 0003124X 003124X 03124X,"2506 W Parmer Lane, Ste 120",TX,78727
Dollar Tree,Saginaw,3125,3125 000003125X 00003125X 0003125X 003125X 03125X,"1441 N. Saginaw Blvd., Ste 110",TX,76179
Dollar Tree,Waxahachie,3126,3126 000003126X 00003126X 0003126X 003126X 03126X,"791 Hwy 77 N, Ste 401",TX,75165
Dollar Tree,Midland,3127,3127 000003127X 00003127X 0003127X 003127X 03127X,"1000 N Midkiff Rd., Ste 8",TX,79701
Dollar Tree,Chicago,3128,3128 000003128X 00003128X 0003128X 003128X 03128X,8721 S Stoney Island Ave,IL,60617
Dollar Tree,Payson,3129,3129 000003129X 00003129X 0003129X 003129X 03129X,200 E State Hwy 260,AZ,85541
Dollar Tree,Canon City,3130,3130 000003130X 00003130X 0003130X 003130X 03130X,302 North 16th Street,CO,81212
Dollar Tree,Huntington,3131,3131 000003131X 00003131X 0003131X 003131X 03131X,"5636 US Rt 60 East, Ste #9",WV,25705
Dollar Tree,Spartanburg,3132,3132 000003132X 00003132X 0003132X 003132X 03132X,"2225 E Main St, Ste A",SC,29307
Dollar Tree,Fargo,3133,3133 000003133X 00003133X 0003133X 003133X 03133X,"4427 13th Ave S, Ste 3",ND,58103
Dollar Tree,Chino Hills,3134,3134 000003134X 00003134X 0003134X 003134X 03134X,"4200 Chino Hills Pkwy, Ste. 760",CA,91709
Dollar Tree,Moreno Valley,3135,3135 000003135X 00003135X 0003135X 003135X 03135X,"12320 Perris Blvd., Unit B",CA,92557
Dollar Tree,Richfield,3136,3136 000003136X 00003136X 0003136X 003136X 03136X,1182 South Hwy. 118,UT,84701
Dollar Tree,Bellingham,3137,3137 000003137X 00003137X 0003137X 003137X 03137X,300 Telegraph Rd,WA,98226
Dollar Tree,Cortez,3139,3139 000003139X 00003139X 0003139X 003139X 03139X,"215 South Sligo Street, Suite #4",CO,81321
Dollar Tree,Pueblo,3140,3140 000003140X 00003140X 0003140X 003140X 03140X,1024 Market Plaza N,CO,81007
Dollar Tree,Ottumwa,3141,3141 000003141X 00003141X 0003141X 003141X 03141X,1110 N Quincy Ave # 2,IA,52501
Dollar Tree,Lewiston,3142,3142 000003142X 00003142X 0003142X 003142X 03142X,2010 Thain Grades,ID,83501
Dollar Tree,Sun City,3143,3143 000003143X 00003143X 0003143X 003143X 03143X,"15472 N 99th Ave, Ste 7",AZ,85351
Dollar Tree,Northglenn,3144,3144 000003144X 00003144X 0003144X 003144X 03144X,"10615 Melody Dr., Ste A",CO,80234
Dollar Tree,Kalispell,3146,3146 000003146X 00003146X 0003146X 003146X 03146X,2355 US Hwy 93 N.,MT,59901
Dollar Tree,Davison,3147,3147 000003147X 00003147X 0003147X 003147X 03147X,638 North State Road,MI,48423
