Merchant Name,Brand,Merchant Address,Merchant City,Merchant State,Detail Level,Fuel Type1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOUBLE QUICK  04010112,UNBRANDED/UNASSIGNED,15407 N JACKSON,DURANT,MS,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOUBLE QUICK  04010617,UNBRANDED/UNASSIGNED,15865 N. JACKSON HWY.,DURANT,MS,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FAST TRAC #21,UNBRANDED/UNASSIGNED,800 HILL STREET,ELLISVILLE,MS,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"84 EXPRESS, LLC",UNBRANDED/UNASSIGNED,5926 HWY 84 W,ELLISVILLE,MS,3,REGULAR LEADED GASOLINE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCOTT PETROLEUM NO,UNBRANDED/UNASSIGNED,401 E. ROANE STREE,EUPORA,MS,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MUDDY CREEK STORE & CA,UNBRANDED/UNASSIGNED,20640 HIGHWAY 15,FALKNER,MS,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FAST TRAC #17,UNBRANDED/UNASSIGNED,401 EAST MAIN ST,FLORENCE,MS,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KANGAROO EXPRESS #3437,UNBRANDED/UNASSIGNED,3100 HIGHWAY 49 S,FLORENCE,MS,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KANGAROO EXPRESS 3456,UNBRANDED/UNASSIGNED,2391 LAKELAND DRIVE,FLOWOOD,MS,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MURPHY7384ATWALMRT,UNBRANDED/UNASSIGNED,1305 HIGHWAY 35 S,FOREST,MS,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R AND K PIT STOP,UNBRANDED/UNASSIGNED,134 HIGHWAY 587,FOXWORTH,MS,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BILLS FOOD MART,UNBRANDED/UNASSIGNED,5341 HIGHWAY 178W,FULTON,MS,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DORSEY FOOD MART,UNBRANDED/UNASSIGNED,3130 HIGHWAY 178,FULTON,MS,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MURPHY6877ATWALMRT,UNBRANDED/UNASSIGNED,102 INTERCHANGE DRIVE,FULTON,MS,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DODGES STORE NUMBE QAE,UNBRANDED/UNASSIGNED,824 HIGHWAY 90 WES,GAUTIER,MS,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KANGAROO EXPRESS 3993,UNBRANDED/UNASSIGNED,6601 HWY 90,GAUTIER,MS,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MURPHY EXPRESS 8532,UNBRANDED/UNASSIGNED,3110 HWY 90,GAUTIER,MS,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CEFCO FOOD STORE #,UNBRANDED/UNASSIGNED,1457 HWY 1 SOUTH,GREENVILLE,MS,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CEFCO FOOD STORE #,UNBRANDED/UNASSIGNED,1705 HIGHWAY 82 W,GREENVILLE,MS,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOUBLE QUICK  04010021,UNBRANDED/UNASSIGNED,598 HWY 1 NORTH,GREENVILLE,MS,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOUBLE QUICK  04010419,UNBRANDED/UNASSIGNED,229 S. BROADWAY,GREENVILLE,MS,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GRESHAM SERVIC04020061,UNBRANDED/UNASSIGNED,605 W. ALEXANDER,GREENVILLE,MS,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KANGAROO EXPRESS 3449,UNBRANDED/UNASSIGNED,1541 HWY 1 SOUTH,GREENVILLE,MS,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MURPHY6683ATWALMRT,UNBRANDED/UNASSIGNED,1827 S. DR. MLK BLVD.,GREENVILLE,MS,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RICKS CORNER MARKET,UNBRANDED/UNASSIGNED,2309 HWY 1 SOUTH ST B,GREENVILLE,MS,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RICKS SWIFTWATER,UNBRANDED/UNASSIGNED,2085 HIGHWAY 1 S,GREENVILLE,MS,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCOTT PETROLEUM NO,UNBRANDED/UNASSIGNED,3801 HIGHWAY 82 EA,GREENVILLE,MS,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCOTT PETROLEUM VI QAE,UNBRANDED/UNASSIGNED,1401 SOUTH MAIN ST,GREENVILLE,MS,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOUBLE QUICK  04010278,UNBRANDED/UNASSIGNED,349 HWY 82 WEST,GREENWOOD,MS,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GAS AND GO,UNBRANDED/UNASSIGNED,339 HIGHWAY 82 WES,GREENWOOD,MS,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MURPHY7290ATWALMRT,UNBRANDED/UNASSIGNED,505 VIOLA SANDERS BRWN D,GREENWOOD,MS,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCOTT CAR CARE NO.,UNBRANDED/UNASSIGNED,1310 CLAIBORNE STR,GREENWOOD,MS,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCOTT PETROLEUM NO,UNBRANDED/UNASSIGNED,412 HIGHWAY 7 NORT,GREENWOOD,MS,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCOTT PETROLEUM NO,UNBRANDED/UNASSIGNED,2500 HIGHWAY 82 EA,GREENWOOD,MS,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOBACCO QUICK 04040036,UNBRANDED/UNASSIGNED,1413 HWY. 82 WEST,GREENWOOD,MS,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRIPLE STOP  104060026,UNBRANDED/UNASSIGNED,103 MOORE STREET,GREENWOOD,MS,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRIPLE STOP  104060034,UNBRANDED/UNASSIGNED,101 BOWIE LANE,GREENWOOD,MS,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRIPLE STOP  104060083,UNBRANDED/UNASSIGNED,1826 CARROLLTON AVE.,GREENWOOD,MS,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOUBLE QUICK  04010088,UNBRANDED/UNASSIGNED,174 N COMMERCE STREET,GRENADA,MS,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GRENADA CARDLOCK,UNBRANDED/UNASSIGNED,1109 FAIRFIELD STR,GRENADA,MS,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCOTT PETROLEUM NO,UNBRANDED/UNASSIGNED,22366 HIGHWAY 8 EA,GRENADA,MS,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPRINT MART #4145,UNBRANDED/UNASSIGNED,1546 SOUTH COMMERC,GRENADA,MS,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EAGLE EXPRESS,UNBRANDED/UNASSIGNED,568 COURTHOUSE RD,GULFPORT,MS,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FOOD GIANT 763     QAE,UNBRANDED/UNASSIGNED,"12057 HWY 49N, DEL",GULFPORT,MS,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KANGAROO EXPRESS 3389,UNBRANDED/UNASSIGNED,13490 HIGHWAY 49 N,GULFPORT,MS,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KANGAROO EXPRESS 3457,UNBRANDED/UNASSIGNED,10010 HIGHWAY 49,GULFPORT,MS,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KANGAROO EXPRESS 3462,UNBRANDED/UNASSIGNED,#1 PASS ROAD,GULFPORT,MS,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KANGAROO EXPRESS 36QPS,UNBRANDED/UNASSIGNED,11005 HIGHWAY 49,GULFPORT,MS,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KANGAROO EXPRESS 3681,UNBRANDED/UNASSIGNED,2803 25TH AVE,GULFPORT,MS,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MURPHY5508ATWALMRT,UNBRANDED/UNASSIGNED,9348 HWY. 49 NORTH,GULFPORT,MS,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NEX FUEL 060075,UNBRANDED/UNASSIGNED,5303 CBC 2ND ST BLDG 340,GULFPORT,MS,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PURE COUNTRY,UNBRANDED/UNASSIGNED,10166 LORRAINE ROAD,GULFPORT,MS,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DANDY DANS STORE 512,UNBRANDED/UNASSIGNED,6780 HWY 49,HATTIESBURG,MS,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DANDY DANS STORE 513,UNBRANDED/UNASSIGNED,2010 W PINE ST,HATTIESBURG,MS,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FAST TRAC #19,UNBRANDED/UNASSIGNED,2782 OAK GROVE RD,HATTIESBURG,MS,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JFM  71,UNBRANDED/UNASSIGNED,3100 HARDY STREET,HATTIESBURG,MS,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JR FOOD MART #114,UNBRANDED/UNASSIGNED,4100 HARDY ST,HATTIESBURG,MS,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JR FOOD MART #115  QPS,UNBRANDED/UNASSIGNED,5316 HWY 62,HATTIESBURG,MS,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JR FOOD MART #117,UNBRANDED/UNASSIGNED,5696 HWY 49,HATTIESBURG,MS,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JR FOOD MART 041   QAE,UNBRANDED/UNASSIGNED,1000 N MAIN ST,HATTIESBURG,MS,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JR FOOD MART 066,UNBRANDED/UNASSIGNED,2502 7TH ST,HATTIESBURG,MS,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KANGAROO EXPRESS 33QPS,UNBRANDED/UNASSIGNED,4904 HARDY ST,HATTIESBURG,MS,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KANGAROO EXPRESS 3385,UNBRANDED/UNASSIGNED,7060 HWY 49 NORTH,HATTIESBURG,MS,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KANGAROO EXPRESS 3395,UNBRANDED/UNASSIGNED,4050 U S HIGHWAY 11,HATTIESBURG,MS,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KANGAROO EXPRESS 3398,UNBRANDED/UNASSIGNED,4607 HARDY ST,HATTIESBURG,MS,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KEITH''S SUPERSTORE QPS,UNBRANDED/UNASSIGNED,5331 OLD HWY 11,HATTIESBURG,MS,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LAKE SERENE GROCERY,UNBRANDED/UNASSIGNED,6411 U S HIGHWAY 98,HATTIESBURG,MS,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LAKE SERENE GROCERY PK,UNBRANDED/UNASSIGNED,52 MONROE RD,HATTIESBURG,MS,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LAKE SERENE GROCERY 2,UNBRANDED/UNASSIGNED,2601 OAK GROVE RD,HATTIESBURG,MS,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAPLES HATTIESBURG,UNBRANDED/UNASSIGNED,3723 HWY 49,HATTIESBURG,MS,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RAMCO MINIT MART #3QPS,UNBRANDED/UNASSIGNED,1801 HARDY STREET,HATTIESBURG,MS,3,REGULAR LEADED GASOLINE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RAMCO MINIT MART #3QPS,UNBRANDED/UNASSIGNED,7138 HWY 98 WEST,HATTIESBURG,MS,3,REGULAR LEADED GASOLINE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STUCKERS HATTIESBURG,UNBRANDED/UNASSIGNED,6733 HWY 49,HATTIESBURG,MS,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MURPHY EXPRESS 8548,UNBRANDED/UNASSIGNED,115 MARKET PLACE,HAZLEHURST,MS,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MURPHY7159ATWALMRT,UNBRANDED/UNASSIGNED,2580 MCLNGVALE ROAD,HERNANDO,MS,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEVENTY EIGHT TRUCK ST,UNBRANDED/UNASSIGNED,43 SPRUCE ST,HICKORY FLAT,MS,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOLCOMB GAS MART #,UNBRANDED/UNASSIGNED,8368 HWY 7 SOUTH,HOLCOMB,MS,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOUBLE QUICK  04010138,UNBRANDED/UNASSIGNED,701 EAST STREET N,HOLLANDALE,MS,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZIPTRIP-HOLLANDALE,UNBRANDED/UNASSIGNED,201 EAST AVE. NORTH,HOLLANDALE,MS,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOLLY MARKET,UNBRANDED/UNASSIGNED,130 N MEMPHIS ST,HOLLY SPRINGS,MS,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOTAL SAVINGS      QAE,UNBRANDED/UNASSIGNED,670 HWY 7 S,HOLLY SPRINGS,MS,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MURPHY6784ATWALMRT,UNBRANDED/UNASSIGNED,2411 GOODMAN ROAD W.,HORN LAKE,MS,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DAVID''S ONE STOP,UNBRANDED/UNASSIGNED,401 HWY 32 WEST,HOULKA,MS,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOUSTON DELI MART,UNBRANDED/UNASSIGNED,943 NORTH JACKSON ST,HOUSTON,MS,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WADE QUICK STOP,UNBRANDED/UNASSIGNED,20600 HWY 63,HURLEY,MS,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOUBLE QUICK  04010484,UNBRANDED/UNASSIGNED,401 HWY. 82 EAST,INDIANOLA,MS,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOUBLE QUICK  04010492,UNBRANDED/UNASSIGNED,103 HWY. 82 EAST,INDIANOLA,MS,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GRESHAM STATIO04020020,UNBRANDED/UNASSIGNED,242 SECOND STREET,INDIANOLA,MS,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GRESHAM STATIO04020038,UNBRANDED/UNASSIGNED,114 BB KING ROAD,INDIANOLA,MS,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MURPHY7291ATWALMRT,UNBRANDED/UNASSIGNED,624 US HWY 82 WEST,INDIANOLA,MS,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCOTT PETROLEUM NO,UNBRANDED/UNASSIGNED,901 HIGHWAY 82 EAS,INDIANOLA,MS,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VANCE''S,UNBRANDED/UNASSIGNED,144 HIGHWAY 82 E,INDIANOLA,MS,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOUBLE QUICK  04010542,UNBRANDED/UNASSIGNED,23459 HWY. 49 SOUTH,ISOLA,MS,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOUBLE QUICK  04010591,UNBRANDED/UNASSIGNED,45000 HWY. 82,ITTA BENA,MS,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CIRCLE A INC,UNBRANDED/UNASSIGNED,1550 W HIGHLAND DR,JACKSON,MS,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FAST FILL,UNBRANDED/UNASSIGNED,1444 S GALLATIN ST,JACKSON,MS,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KANGAROO EXPRESS #3428,UNBRANDED/UNASSIGNED,1302 N STATE ST,JACKSON,MS,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KANGAROO EXPRESS #3430,UNBRANDED/UNASSIGNED,1157 E NORTHSIDE DR,JACKSON,MS,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
METRO JASCO,UNBRANDED/UNASSIGNED,4436 ROBINSON ST,JACKSON,MS,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MURPHY EXPRESS 8543,UNBRANDED/UNASSIGNED,6394 RIDGEWOOD RD.,JACKSON,MS,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MURPHY5736ATWALMRT,UNBRANDED/UNASSIGNED,2709 GREENWAY DRIVE,JACKSON,MS,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SINGH BRIARWOOD GAS &,UNBRANDED/UNASSIGNED,610 BRIARWOOD DR,JACKSON,MS,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPRINT MART 123,UNBRANDED/UNASSIGNED,1200 E. NORTHSIDE,JACKSON,MS,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KEWANEE 1 STOP,UNBRANDED/UNASSIGNED,5267 HWY 11 & 80,KEWANEE,MS,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REAGANS CORNER,UNBRANDED/UNASSIGNED,640 HWY 98 WEST,KOKOMO,MS,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CLARK 2389,UNBRANDED/UNASSIGNED,105 HWY 12 WEST,KOSCIUSKO,MS,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FASTBREAK KOSCIUSK,UNBRANDED/UNASSIGNED,863 HWY. 12 EAST,KOSCIUSKO,MS,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCOTT PETROLEUM NO,UNBRANDED/UNASSIGNED,150 HIGHWAY 12 WES,KOSCIUSKO,MS,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KENT & SUES QUICK SQPS,UNBRANDED/UNASSIGNED,7126 LOWER BAY RD,LAKESHORE,MS,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ALLIANCE ENERGY INDUST,UNBRANDED/UNASSIGNED,1604 HWY 84 WEST,LAUREL,MS,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ALLIANCE ENERGY INDUST,UNBRANDED/UNASSIGNED,410 CENTRAL AVE,LAUREL,MS,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DANDY DANS,UNBRANDED/UNASSIGNED,2006 16TH AVENUE,LAUREL,MS,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DAPHNE MINI MART,UNBRANDED/UNASSIGNED,925 WEST 6TH STREET,LAUREL,MS,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FASTSTOP, LLC",UNBRANDED/UNASSIGNED,4837 HWY 15 N,LAUREL,MS,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INTERSTATE MINI MART,UNBRANDED/UNASSIGNED,838 CHANTILLY STREET,LAUREL,MS,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
