Accuracy,Class,True Positive,False Positive,False Negative,True Negative,Precision,Recall,Specificity,F Measure
,P. F. Chang's,1100,1,0,1004178,0.9990917347865577,1.0,0.9999990041616086,0.999545661063153
,PacSun,974,2,1,1004302,0.9979508196721312,0.9989743589743589,0.99999800857111,0.9984623270117888
,Palm Beach Tan,941,2,0,1004336,0.9978791092258749,1.0,0.9999980086385261,0.9989384288747346
,Panda Express,1003,0,0,1004276,1.0,1.0,1.0,1.0
,Panera Bread,1036,1,0,1004242,0.9990356798457087,1.0,0.999999004225073,0.9995176073323685
,Papa John's Pizza,977,2,2,1004298,0.9979570990806946,0.9979570990806946,0.9999980085631783,0.9979570990806946
,Papa Murphy's,976,357,0,1003946,0.7321830457614403,1.0,0.9996445295891778,0.8453876136855781
,Paper Source,1050,3,0,1004226,0.9971509971509972,1.0,0.9999970126335727,0.9985734664764622
,Pappadeaux Seafood Kitchen,980,0,0,1004299,1.0,1.0,1.0,1.0
,Pappasito's Cantina,1031,0,0,1004248,1.0,1.0,1.0,1.0
,Papyrus,941,3,0,1004335,0.996822033898305,1.0,0.9999970129577891,0.9984084880636606
,Paradise Bakery & Cafe,1014,5,1,1004259,0.9950932286555446,0.9990147783251232,0.9999950212294775,0.9970501474926253
,Paris Baguette,1001,1,0,1004277,0.999001996007984,1.0,0.9999990042597767,0.999500748876685
,Party City,1028,2,0,1004249,0.9980582524271845,1.0,0.999998008466011,0.9990281827016522
,Patel Brothers,990,0,0,1004289,1.0,1.0,1.0,1.0
,Pathmark,987,0,0,1004292,1.0,1.0,1.0,1.0
,Pavilions,961,1,0,1004317,0.998960498960499,1.0,0.999999004299435,0.999479979199168
,Payless ShoeSource,1034,1,0,1004244,0.9990338164251208,1.0,0.9999990042270561,0.999516674722088
,Paypal,4488,211,47,1000533,0.9550968291125771,0.9896361631753032,0.9997891568672908,0.9720597790773229
,Peapod,927,0,0,1004352,1.0,1.0,1.0,1.0
,Peet's Coffee & Tea,990,2,1,1004286,0.9979838709677419,0.9989909182643795,0.9999980085393831,0.9984871406959153
,Pei Wei,1023,2,0,1004254,0.9980487804878049,1.0,0.9999980084759265,0.9990234375
,Pep Boys,1010,0,0,1004269,1.0,1.0,1.0,1.0
,Performance Bicycle,1061,1,0,1004217,0.9990583804143126,1.0,0.9999990042002832,0.9995289684408855
,Pet Food Express,951,1,0,1004327,0.9989495798319328,1.0,0.9999990043093492,0.999474513925381
,Petco's,1009,2,0,1004268,0.9980217606330366,1.0,0.9999980085036893,0.999009900990099
,PetMeds,1021,1,0,1004257,0.9990215264187867,1.0,0.9999990042399463,0.9995105237395986
,Petsmart,991,0,2,1004286,1.0,0.9979859013091642,1.0,0.998991935483871
,Pick 'n Save,1064,0,0,1004215,1.0,1.0,1.0,1.0
,Pier 1 Imports,964,13,0,1004302,0.9866939611054247,1.0,0.9999870558539901,0.9933024214322513
,Piggly Wiggly,1011,1,0,1004267,0.9990118577075099,1.0,0.9999990042498615,0.9995056846267919
,Pinkberry,1014,0,2,1004263,1.0,0.9980314960629921,1.0,0.9990147783251232
,Piperlime,1027,0,0,1004252,1.0,1.0,1.0,1.0
,Pita Pit,1015,2,1,1004261,0.9980334316617503,0.9990157480314961,0.9999980084898079,0.9985243482538122
,Pizza Hut,1099,18,0,1004162,0.9838854073410922,1.0,0.9999820749268059,0.9918772563176894
,Planet Fitness,981,5,2,1004291,0.9949290060851927,0.9979654120040692,0.9999950213881167,0.9964448958862367
,Playstation Network,361,72,0,1004846,0.8337182448036952,1.0,0.9999283523630784,0.9093198992443324
,Pollo Tropical,972,2,1,1004304,0.997946611909651,0.998972250770812,0.9999980085750757,0.9984591679506933
,Popeyes Louisiana Kitchen,1005,16,5,1004253,0.9843290891283056,0.995049504950495,0.9999840680136497,0.9896602658788775
,Portillo's,1039,1,0,1004239,0.9990384615384615,1.0,0.9999990042220983,0.9995189995189995
,Potbelly,1022,1,1,1004255,0.9990224828934506,0.9990224828934506,0.9999990042379632,0.9990224828934506
,Pottery Barn,997,3,0,1004279,0.997,1.0,0.999997012791228,0.99849774661993
,Pret a Manger,978,0,0,1004301,1.0,1.0,1.0,1.0
,Price Chopper,971,0,0,1004308,1.0,1.0,1.0,1.0
,Priceline.com,1018,2,0,1004259,0.9980392156862745,1.0,0.9999980084858419,0.9990186457311089
,Proactiv,984,1,0,1004294,0.9989847715736041,1.0,0.9999990042766319,0.9994921279837481
,ProFlowers,982,0,0,1004297,1.0,1.0,1.0,1.0
,Progressive Insurance,122,0,0,1005157,1.0,1.0,1.0,1.0
,Publix Super Markets,1343,2,0,1003934,0.9985130111524163,1.0,0.9999980078411372,0.9992559523809523
,Qdoba Mexican Grill,1016,1,1,1004261,0.9990167158308751,0.9990167158308751,0.9999990042439124,0.9990167158308751
,QFC,967,3,0,1004309,0.9969072164948454,1.0,0.9999970128804595,0.9984512132163139
,Quest Diagnostics,1023,0,0,1004256,1.0,1.0,1.0,1.0
,Quick Chek,998,2,0,1004279,0.998,1.0,0.9999980085255024,0.998998998998999
,Quick Trip,1989,156,1,1003133,0.9272727272727272,0.9994974874371859,0.9998445114019988,0.9620314389359129
,Quiznos,1066,1,0,1004212,0.9990627928772259,1.0,0.9999990041953251,0.9995311767463666
,QVC,1048,0,0,1004231,1.0,1.0,1.0,1.0
,Qwest,985,1,0,1004293,0.9989858012170385,1.0,0.9999990042756404,0.9994926433282597
,RaceTrac,988,1,0,1004290,0.9989888776541962,1.0,0.999999004272666,0.9994941831057157
,Rack Room Shoes,1046,0,0,1004233,1.0,1.0,1.0,1.0
,Radioshack,1017,2,0,1004260,0.9980372914622179,1.0,0.9999980084878249,0.9990176817288801
,Radisson Hotels,982,7,0,1004290,0.9929221435793731,1.0,0.9999930299503036,0.9964485032978184
,Raising Cane's,991,0,0,1004288,1.0,1.0,1.0,1.0
,Rakuten.com,642,3,0,1004634,0.9953488372093023,1.0,0.9999970138467924,0.9976689976689977
,Raley's,959,1,0,1004319,0.9989583333333333,1.0,0.9999990043014179,0.9994788952579468
,Ralph Lauren,897,6,0,1004376,0.9933554817275747,1.0,0.9999940261772912,0.9966666666666666
,Ralphs,1044,11,0,1004224,0.9895734597156398,1.0,0.9999890463885445,0.9947594092424964
,Randall's,1057,5,0,1004217,0.995291902071563,1.0,0.9999950210212483,0.9976403964134025
,RCN,1003,0,0,1004276,1.0,1.0,1.0,1.0
,Red Lobster,958,0,1,1004320,1.0,0.9989572471324296,1.0,0.9994783515910277
,Red Mango,1003,3,0,1004273,0.9970178926441352,1.0,0.999997012773381,0.9985067197610752
,Red Robin,991,4,2,1004282,0.9959798994974874,0.9979859013091642,0.9999960170708344,0.9969818913480886
,Redbox,1092,0,0,1004187,1.0,1.0,1.0,1.0
,Redner's Markets,1067,2,1,1004209,0.9981290926099158,0.9990636704119851,0.9999980083866836,0.99859616284511
,Reebok,1058,2,1,1004218,0.9981132075471698,0.9990557129367328,0.9999980084045329,0.9985842378480414
,Regal Cinemas,1037,24,0,1004218,0.9773798303487277,1.0,0.9999761013779547,0.9885605338417541
,REI,1027,10,0,1004242,0.9903567984570878,1.0,0.9999900423399705,0.9951550387596899
,Reliant Energy,1015,0,0,1004264,1.0,1.0,1.0,1.0
,Rhapsody,955,2,0,1004322,0.9979101358411703,1.0,0.999998008610767,0.9989539748953974
