factual_id	IS_PHYSICAL_TRANSACTION	DESCRIPTION	CONVERTED_AMOUNT	TRANSACTION_DATE	MEM_ID	GOOD_DESCRIPTION	BILLER_NETWORK_ID	LAST_SUCCESSFUL_REFRESH	"CONCAT(COBRAND_ID,MEM_ID)"	IS_DELETED	TRANSACTION_LIST_ID	TRANSACTION_SRC_ELEMENT_ID	ASOF_EPOCH	COBRAND_ID	SHUFFLE_ID	CARD_TRANSACTION_ID	LAST_UPDATED	SUM_INFO_ID	"CONCAT(COBRAND_ID,CARD_TRANSACTION_ID)"	POST_DATE	TRANSACTION_STATUS_ID	AMOUNT_CURR	TRANSACTION_CATEGORY_NAME	MEM_ITEM_ID	CURRENCY_CONV_RATE	"CONCAT(COBRAND_ID,ITEM_ACCOUNT_ID)"	CARD_ACCOUNT_ID	CURRENCY_ID	ASOF	TRANSACTION_CATEGORY_ID	TYPE	EXTRACT_DATE_EPOCH	ITEM_ACCOUNT_ID	KEYWORD	ACCOUNT_SRC_ELEMENT_ID	AMOUNT
03feff85-726d-4337-b0ec-80904753280c	1	HEB #543 COLLEGE STA TX	7.12	2014.02.22	22898767	H-E-B		1395291675	1.00E+15	0		-1433733136	1395266297	10006164	15797	688618957	1395266297	19267	1.00E+16	2014.02.22	1	152	Groceries	16273549	1	1.00E+15	3355987	152	2014.03.19	10	debit	1395349175	28873466	heb	-1433733136	7.12
03feff85-726d-4337-b0ec-80904753280c	1	HEB #543 COLLEGE STA TX	87.53	2014.02.21	22898767	H-E-B		1395291675	1.00E+15	0		381449243	1395266297	10006164	15797	688618958	1395266297	19267	1.00E+16	2014.02.21	1	152	Groceries	16273549	1	1.00E+15	3355987	152	2014.03.19	10	debit	1395349175	28873466	heb	381449243	87.53
03feff85-726d-4337-b0ec-80904753280c	1	HEB #543 COLLEGE STA TX	106.01	2014.03.19	22898767	H-E-B		1395378460	1.00E+15	0		-1931368170	1395378460	10006164	15797	689474702	1395378460	19267	1.00E+16	2014.03.20	1	152	Groceries	16273549	1	1.00E+15	3355987	152	2014.03.20	10	debit	1395430973	28873466	heb	-1931368170	106.01
041aa0b9-e7b6-4520-b83f-e6a486b0dd24	1	MOZZARRELLA DI BUFALA SAN FRANCISCO CA		2014-01-10	SF									Fake Bank		3088651015																				
0445c966-6691-4f93-b7d7-3d8c28dc2a03	1	WALGREENS #6335          SAN ANTONIO  TX	24.31	2014.03.16	12506348	Walgreens		1395143154	1.00E+15	0		-537282441	1395143154	10005640	9738	1264877845	1395143154	16455	1.00E+17	2014.03.16	1	152	Healthcare/Medical	18202862	1	1.00E+15	15274363	152	2014.03.18	11	debit	1395234324	31838824	walgreens	-537282441	24.31
0454567e-9af5-414d-b9c8-80c9b020b815	1	SEVEN BAR & KITCHEN	45	2014.03.12	17463842			1395244871	1.00E+15	0		952414622	1395244871	10001372	13519	3085871020	1395244871	12847	1.00E+17	2014.03.13	1	152	Home Maintenance	31018338	1	1.00E+15	18920970	152	2014.03.19	12	debit	1395340451	42479475	kitchen	952414622	45
04cb2535-9ef8-46f8-ab93-26bff850dbde	1	WALGREENS #3788 SHORELINE WA	13.27	2014.03.15	22365219	Walgreens		1395121149	1.00E+15	0		1396872169	1395121149	10006164	14782	686501541	1395121149	19267	1.00E+16	2014.03.17	1	152	Healthcare/Medical	15638552	1	1.00E+15	3319266	152	2014.03.17	11	debit	1395175075	28703121	walgreens	1396872169	13.27
04cb2535-9ef8-46f8-ab93-26bff850dbde	1	WALGREENS #3788 SHORELINE WA	13.27	2014.03.15	22365219	Walgreens		1395121149	1.00E+15	0		1396872169	1395121149	10006164	14782	686501541	1395121149	19267	1.00E+16	2014.03.17	1	152	Healthcare/Medical	15638552	1	1.00E+15	3319266	152	2014.03.17	11	debit	1395175075	28703121	walgreens	1396872169	13.27
04cb2535-9ef8-46f8-ab93-26bff850dbde	1	WALGREENS #3788 SHORELINE WA	10.86	2014.03.20	22365219	Walgreens		1395466542	1.00E+15	0		-1824367329	1395466542	10006164	14782	690329336	1395466542	19267	1.00E+16	2014.03.21	1	152	Healthcare/Medical	15638552	1	1.00E+15	3319266	152	2014.03.21	11	debit	1395514367	28703121	walgreens	-1824367329	10.86
04cb2535-9ef8-46f8-ab93-26bff850dbde	1	WALGREENS #3788 SHORELINE WA	10.86	2014.03.20	22365219	Walgreens		1395466542	1.00E+15	0		-1824367329	1395466542	10006164	14782	690329336	1395466542	19267	1.00E+16	2014.03.21	1	152	Healthcare/Medical	15638552	1	1.00E+15	3319266	152	2014.03.21	11	debit	1395514367	28703121	walgreens	-1824367329	10.86
